Comment #,Assigned to:,Sentence,Prosocial,Abusive
30462337,574434,"For perspective : I wrote a final paper for English class that was basically the Revisionist perspective on the Holocaust , and I outspokenly debated my poli-sci teacher accordingly .",N/A,No
30462337,574434,Nothing happened except I got an 88 % on the paper .,N/A,No
30462337,574434,"As far as I understand , public school teachers are more restricted than university professors .",N/A,No
30462337,574434,"If a 10th grade teacher says they 're grading from a rubric that says they 're grading based on grammar , spelling , sentence structure , and format only , they ca n't , in most cases , turn around and give you a failing grade for the assignment because they do n't like the content .",N/A,No
30462358,572095,The flipside is those 70 % White students will do worse with `` teachers of color '' .,N/A,No
30462358,572095,"So you elevate that minority ever so slightly , and screw the rest .",N/A,No
30462358,572095,Sounds legit ....,N/A,No
30462381,573103,Why do they even have those diversity statistics ?,N/A,No
30462381,573103,Do liberal and feminist parents actually choose colleges for their children based on them ?,N/A,No
30462381,573103,"And did anyone notice that the least diverse college , on that list , is a Jewish one ?",N/A,No
30462405,574074,"I could give a course on gun safety so , that they do n't end up like that monkey that shot off his penis .",N/A,No
30462409,576093,"Yes and if I were a jewish-supremacist I 'd want it that way , too .",N/A,No
30462409,576093,Dumb goyim are a good revenue source .,N/A,No
30462507,572043,unfortunately the jew controlled government will never allow this labeling every attempt for this `` racist '' even though there are hundreds of negro exclusive schools around this country .,N/A,No
30466436,735180,"I know I keep hoping I wake up one day and this multiracial hell Canada was all just a terrible nightmare , but it never happens .",N/A,Yes
30466436,735180,God I hate Canada !,N/A,No
30466458,576233,"Well, at least these dumb negroes got the fact that Jews are evil right ; though I suspect whitey and the jews are one in the same to their primitive minds ...",N/A,Yes
30466458,576233,UGH ....,N/A,No
30466478,735180,"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !",N/A,Yes
30466480,735180,Do you have huge numbers of all the various turd to urine coloured rainbow of third worlders like many parts of Canada ?,N/A,Yes
30466506,575499,No tv ...,N/A,No
30466506,575499,I just buy the movies/shows I like on DVD .,N/A,No
30466506,575499,"Good for my young kids too , they watch old westerns and Anime cartoons .",N/A,No
30466508,572344,Because there were already two other threads on it .,N/A,No
30466508,572344,You can click `` New Posts '' on the red bar before you wanna create a new thread to see if the news was already posted or not .,N/A,No
30466517,737140,"Hey, guys I 'm new to SF but I 've long had right wing views about immigration looking to join a white nationalist group I live in Huron county PM me if you have a group I could join or if you know of one in my area !",N/A,No
30466517,737140,Thanks !,N/A,No
30466531,735180,"Ahead of their time , as you said Canada day is not about whites and their progeny who founded this nation anymore .",N/A,No
30466673,575397,"I do n't blame you , all the yucky nonwhite DNA pawing your food as they pass it over the UPC scanner , disgusting .",N/A,Yes
30467681,572510,Don't you ever find it strange that Al Qaeda seems to move to where Washington wants it 's troops ?,N/A,No
30467681,572510,"Oh look , Al Qaeda is now over there .",N/A,No
30467747,612866,Every time I 've ever taken this test I got roughly around the same spot .,N/A,No
30467747,612866,It seems fairly accurate to me .,N/A,No
30467951,572147,``Lookhow my family is growing - two new fellas and a baby on the way !,N/A,No
30467951,572147,This is the night he and I got all engaged and stuff .,N/A,No
30467951,572147,X ) `` Stone Family Band : with new in-law at far left and new future in-law at far right .,N/A,No
30468360,579340,Thank you for your input .,N/A,No
30468360,579340,Most enlightening .,N/A,No
30468360,579340,I appreciate your contributions here. have been a fan for a long time .,N/A,No
30468360,579340,"You weather the zionist storm well , my brother .",N/A,Yes
30468471,572990,Right! if you have dark hair you 're not White if you have tanned skin you 're not White Luke Pasqulino is n't White either bang goes 50 percent of the Western and Eastern Mediterrenrean !,N/A,No
30468974,734569,At least people in the US have guns to defend themselves .,N/A,No
30468974,734569,People in Europe have nothing .,N/A,No
30468974,734569,Use your guns to fight for THE WHITE RACE !!,N/A,No
30469076,572645,No.,N/A,No
30469076,572645,It was built by a contractor in New England .,N/A,No
30469076,572645,"The design is by : http://www.tumbleweedhouses.com/pages/about However the one you show is nice , too",N/A,No
30469144,604886,Oh dear mother of grace !,N/A,No
30469144,604886,Surely you 're not suggesting teaching that bunch to shoot !,N/A,No
30469144,604886,Do n't even mention that in jest !,N/A,No
30469144,604886,Just be thankful they have n't thought of it themselves .,N/A,No
30471791,737739,Stay away from Alberta .,N/A,No
30471791,737739,All of our tim hortons are staffed by those nast filipinos and every single town is full of Indians and asians .,N/A,Yes
30471791,737739,I live in northern Alberta and even there I ca n't get away from them .,N/A,No
30471800,577037,"There is a massive push to ban the Confederate flag , so we are showing support for our Southern brothers and sisters .",N/A,No
30471804,735180,"I do not blame you , Ottawa like all of our cities is a multicultural hell .",N/A,Yes
30471804,735180,The race traitors sicken me too .,N/A,Yes
30471819,594438,"While it is hard to compete with the success of the white nationalist front under supreme chairman Goudreau , There are groups and a community here that is working to build up a local movement based on positive activism and friendly gatherings .",N/A,No
30471847,735180,"And theres a good chance these children will end up race mixing back into the white gene pool , mongrelizing our race .",N/A,Yes
30473110,572658,"I have lived in Mexico for 16 years and yes , it was too hard being surrounded by so many brownies ( mestizos and indigenous ) .",N/A,Yes
30473110,572658,But I found my way ...,N/A,No
30473110,572658,I returned home ...,N/A,No
30473110,572658,Although I still support all WN movements from there ...,N/A,No
30473280,572221,My website Racial Observer offers many free e-books and you can check out our hardcover and paperback catalog at Racial Observer Books,N/A,No
30473356,578633,I did the National Geographic test .,N/A,No
30473356,578633,It took 2 months before I got the results back .,N/A,No
30473356,578633,"I turned out that I was a euromutt and not completely pureblood : 45 % north european , 35 % Med , and 18 % south west asian",N/A,No
30473423,573347,I usually use Powerade or Sqwincher .,N/A,No
30473423,573347,"Sqwincher - Sports Drink - Isotonic Beverage Sqwincher mixes with water also , it is usually found at workwear or welding shops and is aimed at the construction market instead of athletes .",N/A,No
30473423,573347,Cheaper too .,N/A,No
30473474,575774,Just started reading Mein Kampf .,N/A,No
30473474,575774,It 's been sitting the shelf for a while and I plan to read a chapter every evening .,N/A,No
30474128,578653,"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing Germans and propagating the Holocau $ t .",N/A,Yes
30474280,734777,What I mean is that they overall were able to take all of it back as well as keep those colonies longer than the Italians .,N/A,No
30474323,581520,"It's not my responsibility to locate , isolate or else eliminate trolls at this site , nor do I wish to defend this person in any way .",N/A,No
30474323,581520,"However , Loki is a trickster god within Norse mythology .",N/A,No
30474323,581520,"In concerns of ' chaos ' , within Greek mythology Chaos was held to be the primal space between heaven and earth , being mother to all substances arising from air .",N/A,No
30474323,581520,"As for Satan , the word comes from a root word meaning ' adversary ' and as such it should not be taken as to imply a singular being but rather anyone of an adverse nature , in a word , an opponent .",N/A,No
30474323,581520,"In consideration of the word ' satan ' , within such a context the notion of satan worship ( to worship ones adversary ) is an altogether stupid thought .",N/A,No
30474323,581520,"Then again , in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden , perhaps it 's an appropriate word after all .",N/A,Yes
30474363,580743,Form Letter to Send to German Government on Behalf of Ernst Zundel .,N/A,No
30474363,580743,Wo n't take more than a minute to do and 39 cents .,N/A,No
30474363,580743,Help keep this case alive,N/A,No
30475403,572149,.44 magnum .,N/A,No
30475403,572149,I have several Ruger revolvers in .357 ( including my carry gun ) and I thought I 'd try something new .,N/A,No
30475572,572482,"Which is why you build them far away from silos , cities and targets of interest to a 1st world nuclear adversary .",N/A,No
30475683,576363,"Yes indeed it is , and yes he is a jew .",N/A,No
30475683,576363,I remember when that happened ..... could n't have happened to a nicer guy .,N/A,No
30475683,576363,LOL Tim,N/A,No
30475686,573349,"1911 Colt Single Action Army ( A.K.A. Peacemaker ) F & N Five seveN PSG-1 I could go on all day , but I just listed a few off the top of my head",N/A,No
30476671,573770,Maybe those are countries with the top 25 GDP 's ?,N/A,No
30476671,573770,"There is no other country on Earth with a demographic makeup like the US , so an apt caparison is impossible .",N/A,No
30476742,572057,I just know about that one because about a year ago there was an article about their smut that I passed onto my friend who has a grade school aged son .,N/A,No
30476838,572062,It's indeed a conspiracy theory that insists Whites work together to hold Black people down to benefit Whites in some way .,N/A,No
30476851,585401,I'm pretty sure its not legal to pull someone over for out of state plats but living in Tn for the past 5 years I see it all the time .,N/A,No
30476851,585401,They also pull out of county plates over as well .,N/A,No
30476851,585401,It is stupid as hell but it happens all the time .,N/A,No
30480938,735180,"We need to deport all nonwhites immediately , that or stop letting more in and sterilize the ones here , that will fix the problem .",N/A,Yes
30480952,572266,That letter would fall on deaf ears .,N/A,No
30480952,572266,"It might get the sender , however , on a list of potential troublemakers to watch .",N/A,No
30480974,737991,I am within an hour from Saskatoon .,N/A,No
30480974,737991,Great to see there are a few others that are absolutely at the end of their rope with the virus we have sucking this province and country dry .,N/A,No
30481005,573346,Paul also has a daily radio program throughout the week on White Pride radio | The Voice of the White Resistance ! called ' The Fightin ' Side Of Me ' .,N/A,No
30481053,735180,Is Canada too big ?,N/A,No
30481053,735180,If Canada was small the nonwhites would be everywhere but so many whites live rurally or in small towns so they do n't see the racial disaster unfolding on Canada .,N/A,Yes
30481076,577981,He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,N/A,Yes
30481076,577981,He should sue for racism .,N/A,No
30481181,735180,"Woodstock is flanked by multicultural hell London and multicultural hell Kitchener , its a hopeless cause .",N/A,No
30481181,735180,The Brown and Black filth are starting to creep into Orillia and Midland sadly .,N/A,Yes
30481231,577669,We have such a huge Asian problem .,N/A,Yes
30481231,577669,If we got rid of all Asians in the country Canada would be massively white .,N/A,No
30481231,577669,Blacks only account for around 4 percent of the population .,N/A,No
30481248,572502,When Starbucks had that race talk crap a few months back .,N/A,No
30481248,572502,The were confused because I started talking about NASCAR and how they were racist by not allowing Asian drivers .,N/A,No
30481248,572502,They all thought I was crazy and I know I was acting as foolish as the discussions were,N/A,No
30481256,577037,Better some overly polite White guy offering to tell you about the word of Joseph Smith than some nignog car jacking you .,N/A,Yes
30482558,572042,"Yes, you 've been talking that way aloud in the public for most of your life .",N/A,No
30482558,572042,"If you really want to change that bad grammar habit , simply practice at home ( or in your work cubicle ) - say out loud `` would have '' , `` should have '' , `` could have '' 100 times a day for each phrase ( yes for a total of 300 times per day ) until it is part of your normal everyday speech .",N/A,No
30482558,572042,And encourage your friends/acquaintances you see daily to change this bad habit .,N/A,No
30482558,572042,Hope this helps. .,N/A,No
30482616,572339,"You will find many true White Nationalists indeed have tattoos so your statement they are stupid and retarded is all your own , you wont make many friend here with that attitude .",N/A,No
30482722,573347,I still have bottle cages on most of my bikes .,N/A,No
30482722,573347,I put sports drinks in them on longer rides and keep water in the Camelback .,N/A,No
30482745,579422,Thank you !,N/A,No
30482745,579422,Going to sign `` Through Innocent Eyes '' right now and mail it to you first thing tomorrow morning !,N/A,No
30482745,579422,Thank you so much !,N/A,No
30482745,579422,Cindy,N/A,No
30482838,576917,"very interesting video , although I spotted at least one error ; Samhain is celebrated from sunset on October 31st to sunset on November 1st .",N/A,No
30482838,576917,"Apart from that , a decent video .",N/A,No
30483200,734604,"It basically says the Ancient Egyptians were Nordic or Nordic dominated , despite that being almost impossible .",N/A,No
30483200,734604,Arthur Kemp over exaggerates their role in almost every civilization .,N/A,No
30483200,734604,Sometimes it gets really ridiculous .,N/A,No
30483222,572231,You've walked right into it again .,N/A,No
30483222,572231,How you going to get out this time ?,N/A,No
30483222,572231,Kick over the pieces ?,N/A,No
30483222,572231,Ask a friend ?,N/A,No
30483842,572482,"Yep, forgot I had the thing wrapped in a jacket , went to grab the jacket and the thing came tumblin ' out !",N/A,No
30483872,575946,"Visited three different stores today , all had it in stock .",N/A,No
30483872,575946,Your dealer is messing with you .,N/A,No
30483872,575946,You should look into it .,N/A,No
30483980,578125,I've got two knife blocks on the counter .,N/A,No
30483980,578125,One has a pretty nice mid-level quality knife set I got from an old employer in 2005 iirc and the other is loaded with a full set of the Old Hickory knives .,N/A,No
30483980,578125,I like them .,N/A,No
30484011,589524,"Id recommend woman use their long nails to gauge out the eyes and throat , and stick their finger up their noses .",N/A,Yes
30484029,572648,Yep!,N/A,No
30484029,572648,If I had one it would 've probably made the list .,N/A,No
30484029,572648,I only included guns that are in my possession .,N/A,No
30484034,572668,I sat up with my eldest son till 5 am to watch a fight that went 14 secs .,N/A,No
30484034,572668,I would do it again .,N/A,No
30484527,572226,Show them William Pierce videos and tell them they are out of any inheritance if they become race traitors .,N/A,No
30484527,572226,Point out Bible verses that support our position .,N/A,No
30484554,573373,"There are people that would agree with this essay , and then turn around and support gay marriage or abortion not realizing that they too are foot soldiers supporting the Cultural Marxism that is destroying our identity .",N/A,No
30486700,734778,There is no good in reasoning a bitch that is hungry for a dick.Forget her and let her perish in shame after negroid kicks her after a few tries .,N/A,Yes
30486701,735180,I wonder what these race mixers are thinking ?,N/A,No
30486701,735180,Has anyone ever asked them about it ?,N/A,No
30486701,735180,Do they say they dont care ?,N/A,No
30486701,735180,They want mixed kids ?,N/A,No
30486701,735180,They dont think a child of their own race is good enough ?,N/A,No
30486762,577037,"I sometimes practice my arguments on Blacks , I have gotten 2 of them ranting about Jews to all of their friends .",N/A,No
30486789,734787,I can not call the government by an appropriate name .,N/A,No
30486789,734787,I was brought up to believe that ladies do not use such language,N/A,No
30488133,576856,The mass killing of jews should be partly Britain 's fault but the western zionist world wants people to forget about Britain 's imperial past and lay the blame on white nordic nazi Germany .,N/A,No
30488228,572082,"Animal Grief in the 19th Century Old Shepherd s Chief Mourner by Edwin Henry Landseer , 1827 .",N/A,No
30488228,572082,"During the 19th century , attributing human feelings to animals was generally considered to be more sentimentality than science .",N/A,No
30488228,572082,"Nevertheless , Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide .",N/A,No
30488228,572082,"Some of these stories were , indeed , mere sentimentalism .",N/A,No
30488228,572082,Others were poignant accounts of the behavior of indisputably grief stricken animals .,N/A,No
30488228,572082,https : //mimimatthews.com/2016/03/03/ ... ampaign = buffer,N/A,No
30488247,575280,"Yes, but it is very difficult to obtain firearms in New York City .",N/A,No
30488247,575280,You need an extensive background check and references .,N/A,No
30488305,572358,"Back when there were proper Christian churches , and people attended them , this sort of music was available every Sunday .",N/A,No
30488305,572358,Now we have `` judeo-christian '' faux mega-churches that play `` christian rock '' .,N/A,No
30488308,577193,Another once great US city that is now ruined by you know who 's ..,N/A,No
30488308,577193,Such a shàme how we 've allowed blacks and browns to destroy every last square inch of our cities .,N/A,Yes
30488309,734703,"The Best of West Ireland : Dingle , Galway and the Aran Islands - YouTube South Ireland : Waterford to the Ring of Kerry - YouTube Dublin and Mystical Side-Trips - YouTube Belfast and the Best of Northern Ireland - YouTube",N/A,No
30488412,734643,"Wieghtlifting and martial arts , I used to fish a hell of a lot when I was younger with my grandfather aswell as going shooting - need to get back to it ...",N/A,No
30488474,572538,"At a brewers convention , the Pres. of Hamms , the Pres. of Schlitz , the Pres. of Bubweiser , and the Pres. of Guiness all meet up and decide to have lunch together ...",N/A,No
30488474,572538,"At the resturant , the Pres. of Hamms orders a Hamms , the Pres. of Schlitz orders a Schlitz , the Pres. of Budweiser orders a Bud , and the Pres. of Guiness orders a cup of tea .",N/A,No
30488474,572538,`` Why did n't you order a beer ? '' they all ask .,N/A,No
30488474,572538,"`` Well , since you guys are n't drinking beer , I suppose I wo n't either ... ''",N/A,No
30489293,734533,I've been looking and it seem almost all countries have kicked out Jews or fought them even the Chinese had wars with them .,N/A,No
30489378,574754,You would not want to die and go to heaven if Germany had won .,N/A,No
30489378,574754,"You 'd want to stay on Earth for eternity , it would have been that good .",N/A,No
30490648,572648,"Every White person on the planet should have easy access to firearms , provided they do n't have a violent criminal past or a history of mental illness .",N/A,No
30490748,572668,Theres an old style weapon called a monkeys claw/fist that seamen would make from rope and lead shot .,N/A,No
30490748,572668,I always intended to try making one but never got round to it .,N/A,No
30490748,572668,Plans are on youtube .,N/A,No
30491774,576855,Did they have pretty good lives ?,N/A,No
30491774,576855,Like made good money .,N/A,No
30491774,576855,I am not expecting six figures a year but would like to be comfortable .,N/A,No
30491779,572324,Just watched the first few minutes of the video and will finish when I wake up .,N/A,No
30491779,572324,"Sounds interesting , thanks for posting it .",N/A,No
30491806,578000,"Nowadays, your ebony specimen chooses to sit at the back of the bus , so they can get up to all manner of mischief !",N/A,Yes
30491816,573125,My Father taught me to shoot when I was 12 years old .,N/A,No
30491816,573125,"We would go to the range , rifle and pistol , once each week .",N/A,No
30491816,573125,I taught my son when he was 12 .,N/A,No
30491832,575970,Teachers Combine Math With Social Justice Lessons - The College Fix Meanwhile in the other side of the world ...,N/A,No
30491832,575970,Why Singapore Leads the World in Early Mathematics,N/A,No
30491857,572057,I think I was my own `` tiger mom '' when in Montessori school ... around age 3 My memories are vague ( cue song ) but Mumsy said they had hoola hoops we sat in and whenever a kid stepped in mine I slapped him/her .,N/A,No
30491857,572057,"Yes , I was a Libertarian from birth !",N/A,No
30491857,572057,Cats Musical - Memory - YouTube,N/A,No
30491865,572324,I almost took out a dozen of them fighting in the street the other night .,N/A,No
30491865,572324,"I refused to swerve my truck away , they scattered like a troop of baboons being charged by a lion .",N/A,Yes
30491876,575873,Your White and went to an all black school and had no problem ?,N/A,Yes
30491876,575873,Really ?,N/A,No
30491876,575873,Somehow I think maybe your a troll .,N/A,Yes
30491877,574438,"No when I was younger like 10 years old , I went to black school because my mom moved us into the ghetto because just gotten divorce from my dad .",N/A,No
30491877,574438,The school did not cause my much trouble because it was elementary school .,N/A,No
30491877,574438,The students who went there were still young like me .,N/A,No
30491877,574438,This was before I ever became WN .,N/A,No
30491906,573136,I used to beg my parents to let me wear a boy swimsuit .. trunks and topless when I was 3 or 4 years old .,N/A,No
30491906,573136,"Finally , they relented and let me have my first pair of swimming trunks .",N/A,No
30491906,573136,"I swam in them once at the beach , and was wearing only swim trunks .. just like the boys .",N/A,No
30491906,573136,It was also the only day I wanted to do that .,N/A,No
30496389,575397,Is there any on here old enough to remember white Canada ?,N/A,No
30496389,575397,I guess the Canada before 1965 ?,N/A,No
30496389,575397,I wonder what it was like ?,N/A,No
30496402,575397,"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",N/A,Yes
30496402,575397,Is that a hate crime what I just said ?,N/A,No
30496437,574610,Facebook account helps me fo example if im not present in school .,N/A,No
30496437,574610,I can easily get homework from my classmates .,N/A,No
30496437,574610,I have 6 people as `` friends '' only .,N/A,No
30496503,575397,I know its like a hide and go seek game this white flight stuff .,N/A,No
30496503,575397,Whites hide in their all white cities towns neighborhoods etc .,N/A,No
30496503,575397,Then the nonwhites seek us out find us then whites have to hide again .,N/A,Yes
30496503,575397,"The problem is well eventually run out of places to hide , then game over",N/A,Yes
30496810,575397,I have no doubt Los Angeles is a cess pool .,N/A,Yes
30496810,575397,If you thought Canada was mostly whites you must have avoided cities .,N/A,No
30496866,572043,We say here that if we want to be lied to just watch the news !,N/A,No
30496866,572043,"Like you I like certain movies , tv series I absolutely abhor British telly in particular as they are always and in all ways promoting race mixing or homosexuality .",N/A,No
30497974,586549,white nationalists in america need to get over the idea that conservatives or republicans are on our side. only we are on our side .,N/A,No
30497977,618934,Aw c 'mon Hillary is a babe .,N/A,No
30497977,618934,Sharpton just wants to get his hands on da White House fleet of limousines .,N/A,No
30497977,618934,Yup .,N/A,No
30497977,618934,We lose no matter what .,N/A,No
30498118,572977,Okay.,N/A,No
30498118,572977,"But for now as I 'm in The States , I 'll have to settle for some Wild Turkey ( bourbon ) as I watch those videos of Ireland .",N/A,No
30498118,572977,Ta ra do re do re aye .,N/A,No
30498162,734703,I've gotten fatter over the years .,N/A,No
30498162,734703,I used to be bikini model skinny .,N/A,No
30498162,734703,I also have some acne on the side of my face I hide it with my long hair .,N/A,No
30498223,572147,"Hubble View of Eris and Dysnomia This is an image of the dwarf planet Eris ( center ) and its satellite Dysnomia ( at 9 o' clock position ) taken with NASA 's Hubble Space Telescope on Aug. 30 , 2006 .",N/A,No
30498223,572147,"Hubble observations were obtained on Dec. 3 , 2005 and Aug. 30 , 2006 using the Advanced Camera for Surveys .",N/A,No
30498223,572147,"The Hubble images were combined with images from the Keck telescopes taken on Aug. 20 , 21 , 30 , and 31 to measure the satellite 's orbit and calculate a mass for Eris , which is the largest dwarf planet in the solar system .",N/A,No
30498223,572147,"( Credit : NASA , ESA , and M. Brown ) http://solarviews.com/eng/eris.htm",N/A,No
30498239,582931,it makes me so happy to see all of these familes. it gives me more hope than ever that our race will live on forever .,N/A,No
30499287,734566,Hearing the Wagner at the end of that video made me want to charge of into the night with a sword .,N/A,No
30499304,575946,But the Truth or Fiction site also says it 's false .,N/A,No
30499304,575946,George Soros ' Evil Plan of Buying Up American Gun and Ammunitions Companies - Fiction !,N/A,No
30499379,734877,"I just meant in the US generally , whether it turns out he 's a friend or not my first instinct is always to help one of my own if they 're being attacked .",N/A,No
30499435,573624,"I think you meant , Pedro picked a pocket of precious packs of paychecks and purveyed the precious , purloined paychecks to Puerta Punta .",N/A,No
30500196,576045,"Just wait until they find a school where Asian girls are more violent and stupid than black males , and the leftists will have a plan on how to fight the achievement gap .",N/A,Yes
30500223,576955,Then is n't it time that whites became the minority when it comes to financing said schools ?,N/A,No
30500223,576955,When is that projected to happen ?,N/A,No
30500254,575946,Thanks for the replies .,N/A,No
30500254,575946,"Some were useful , some were annoying and based on silly assumptions , one was clearly an SPLC troll ...",N/A,No
30500254,575946,"Anyway , I intentionally do n't make clear whether I 'm married or not , or whether I 'm a father or mother , because this is 2014 and the NSA and FBI are everywhere , and I like having plausible deniability .",N/A,No
30500254,575946,Which is also why I use the open Wifi from nearby when I post here .,N/A,No
30500254,575946,The war against whites is raging and I do n't want to be a casualty .,N/A,No
30500254,575946,"I also do n't want harassment in real life , which is why I keep my views limited , so I do n't want my daughter saying things like `` My parents do n't want me playing with blacks '' .",N/A,No
30500254,575946,"I do n't need my car vandalised or my dog poisoned , etc .",N/A,No
30500254,575946,"I spend a huge amount of time playing with my daughter , reading to her , teaching her to read `` Hop on Pop '' among others , etc ..",N/A,No
30500254,575946,This does n't make her not want to go outside and play .,N/A,No
30500254,575946,"When she goes outside , the subhuman ape thing is usually out there .",N/A,Yes
30500254,575946,One time she came in crying telling me that pavement ape `` hit me in the tummy '' .,N/A,Yes
30500254,575946,I went outside and the niglet 's mom told me my daughter had hit her first .,N/A,Yes
30500254,575946,"My daughter said she had only touched the apeling 's back , not hit her .",N/A,Yes
30500254,575946,"It 's annoying to live in a time where a subhuman monkey coon thinks it 's okay to hit an Aryan white blond , blue-eyed child .",N/A,Yes
30500254,575946,Yet my daughter still wants to go outside and play with that thing .,N/A,Yes
30500311,574052,"Remember to not make it just about being anti-everyone else , but to also make it about them being proud of their own family heritage .",N/A,No
30500345,575554,"I read a web site , not too long ago , called the TFP.org.",N/A,No
30500345,575554,"It has a Camp for fathers and sons , called the `` Call to Chivalry '' .",N/A,No
30500345,575554,"The outline for the events for the boys , and their fathers , was interesting .",N/A,No
30500345,575554,You may want to read more about it .,N/A,No
30502517,572043,"Oh, you 'd better believe they do .",N/A,No
30502517,572043,As do blacks .,N/A,No
30502517,572043,I 've also noticed that lazy whites tend to side with them too .,N/A,No
30502533,575397,"Yes well the BS is on facebook , he felt disgusted by it and wanted out and left .",N/A,No
30502533,575397,You see through the BS and are using FB for the cause .,N/A,No
30502533,575397,Both are valid .,N/A,No
30502573,574087,Older folks are more interesting and have so much to offer .,N/A,No
30502573,574087,I love listening to their stories of how things used to be .,N/A,No
30502573,574087,Even when you 're hearing ' em for the umpteenth time you just have to smile like it 's new .,N/A,No
30502573,574087,Love looking at old photographs too .,N/A,No
30503971,574977,"Don't bother with black culture , it 's not worth the effort .",N/A,Yes
30503971,574977,Just occasionally drive through the local hood and toss out a few new Shoes and fake toy guns and they 'll do the rest .,N/A,No
30503997,734610,My children like whites I have no problem with this question But how we can spread your articles out of ours sites because we already know,N/A,No
30504078,573346,"Sure, send me an IM on Goodreads or here telling me your Goodreads ID so I can invite you to join it .",N/A,No
30504089,572513,o___O Im gonna see if i can get them on my kobo . .... damn nope .,N/A,No
30504089,572513,"But that reminds me , Harry Potter was finally released in ebook .",N/A,No
30504089,572513,"When I have the money , I wants it",N/A,No
30504346,579686,Before I became a Christian when I was a big fan of heavy metal I liked Old lead singer of Gathering Old female singer of Tristania ( my favorite ) 80 's pop was all pretty good too Cyndi Lauper Sanda Kim Wilde,N/A,No
30504383,579353,"Australian here too , 1/4 Irish , 1/4 English , 1/4 Greek , 1/4 Latvian , 100 % white and damn proud of it too , plus my grandfather was is the ss Latvian legion which I feel was awesome .",N/A,No
30505050,572036,"I'm just happy they have n't tried to cast blacks , Asians , or some other races like Hollywood 's treatment of Thor .",N/A,No
30505119,572231,"It is a silly video , but it highlights the nonsensical world in which Jesus lived and the world Jesus was instrumental in changing .",N/A,No
30505119,572231,Stoning - Monty Python 's Life of Brian - YouTube,N/A,No
30505166,577073,I have read that more French died from Allied bombing than the casualties they sustained fighting against the Germans in 1940 .,N/A,No
30505262,572367,Yea I hate it when geysers of blood come shooting up from graves .,N/A,No
30505262,572367,"Last weekend I was trying to lay some flowers on my grandad 's grave when suddenly , a blood geyser .",N/A,No
30505262,572367,"It happens with animals too , I bought a chicken to cook on my way home from the graveyard and popped it in the fridge for the next day .",N/A,No
30505262,572367,"Later I went to get a beer and when I opened the door , yep you guessed it , blood geyser .",N/A,No
30505262,572367,"Also , my neighbour 's dog has poison teeth .",N/A,No
30505306,579964,Let's be clear about these Neolithic farmers .,N/A,No
30505306,579964,"They were not as dark as , say , a modern Iraqi .",N/A,No
30505306,579964,The Neolithic farmers who migrated into Europe originated in Anatolia .,N/A,No
30505306,579964,"According to Mathieson 2015 , they had around a 30 % incidence of blue eyes ( versus around 25 % for the Steppe populations ) and carried the same mutations for light skin that the Steppe people did .",N/A,No
30505306,579964,"The native hunter-gatherers , on the other hand , show 100 % incidence of blue eyes but do not have all the same mutations for light skin as the farmer and Steppe populations .",N/A,No
30505306,579964,"Lactose tolerance ( again from Mathieson 2015 ) did not exist among either the Steppe pastoralists or the Neolithic farmers , but developed later amongst mixed groups ( their study found the first evidence for lactose tolerance among the Bell Beaker culture ) .",N/A,No
30506237,576996,facebook has an 4x4 van page .,N/A,No
30506237,576996,Search for it .,N/A,No
30506237,576996,Always one coming up for sale .,N/A,No
30506237,576996,"Lot of old ambulances , rescue vans ripe for modding to live in .",N/A,No
30506297,572149,Get the strongest pepper spray you can find .,N/A,No
30506297,572149,And teach her to carry it in a place she can get to it quickly .,N/A,No
30506297,572149,And make her practice .,N/A,No
30506326,576526,"You might want to check this out , gave it a pretty good review as a truck/ATV/snow mobile gun or just as a back-up that takes standard AR/M16 magazines .",N/A,No
30506326,576526,"Predator Xtreme , August 2015",N/A,No
30506355,602084,I live in up state New York .,N/A,No
30506355,602084,I 'm looking for someone to train with .,N/A,No
30506355,602084,"Shoot me a Private Message if nearby and interested , thanks .",N/A,No
30506434,635310,"i know but i was thinking more along the lines of black powder revolvers and so on , i must say that i had never thought of black powder fired electrically i 'll have to look that up .",N/A,No
30506511,572842,"As bad as things are here , at least we can carry guns around .",N/A,No
30506511,572842,I cannot comprehend how Europeans live their daily lives .,N/A,No
30506549,576832,"Great deal here ! 2 bedroom , 1 bath rural cabin home on 5.6 acres in southern Missouri .",N/A,No
30506549,576832,"$ 25,000 !",N/A,No
30506549,576832,"This place looks like the interior needs a little finishing , and appears to be built by a survivalist .",N/A,No
30506549,576832,http://www.unitedcountry.com/search0 ... 7970 & AU = N & FT = P,N/A,No
30506551,574041,"This link covers Citrus County and you are right , some very cheap lots and , the county , looks to be our kind of placehttp://www.homosassausa.com/",N/A,No
30507352,575846,What kind of moron throws away school district money on fruit that 's out of season ?,N/A,No
30507352,575846,They should have made sweet potato pie .,N/A,No
